,start,end,nsnps,nsamplecov,tree
1426,28520000,28620000,72.0,37.0,"(reference:0.00182325,((DU:1e-06,EN:1e-06)100:0.00557339,(AR:0.00122867,DO:0.00407602)100:1e-06)100:0.000857948,((CH:0.00730725,(HE:0.000756787,NI:0.000891485)100:0.0190627)100:0.00121817,((MXSA3017:1e-06,(CUMM5:1e-06,HNDA09:1e-06)100:0.0015651)100:1e-06,(MXGT4:1e-06,((FLWO6:0.00162323,(CUVN10:1e-06,(TXWV2:1e-06,(CRL0001:1e-06,CRL0030:1e-06)100:1e-06)100:1e-06)100:2.63499e-05)100:0.00119983,((BZBB1:0.000827691,(SCCU3:0.00255331,FLAB109:1e-06)100:0.000884595)100:1e-06,(FLSA185:1e-06,(FLCK216:1e-06,(CUCA4:1e-06,(FLSF33:1e-06,(((TXGR3:0.00426554,MXED8:0.00104711)100:0.00121613,(BJSB3:0.00178044,(BJSL25:1e-06,BJVL19:1e-06)100:0.00207754)100:0.00146521)100:0.00181387,(CUSV6:1e-06,(FLSF47:1e-06,(FLCK18:1e-06,(FLSF54:0.00153372,(LALC2:1e-06,(TXMD3:1e-06,(FLMO62:1e-06,FLBA140:1e-06)100:1e-06)100:0.000829671)100:0.00184698)100:0.00140009)100:1e-06)100:0.00140385)100:0.0013927)100:0.000788638)100:0.000440335)100:1e-06)100:0.000317845)100:0.000904618)100:1e-06)100:0.00147847)100:0.000827575)100:0.00610958)100:0.00218454);"
1427,28540000,28640000,84.0,37.0,"(AR:0.00160926,reference:0.00354296,((EN:1e-06,DU:1e-06)100:0.00540809,(DO:0.00353093,((CH:0.0069819,(HE:0.00135789,NI:0.000610017)100:0.0156207)100:0.00213916,((TXMD3:1e-06,(FLCK216:1e-06,(SCCU3:0.0019101,(CUCA4:1e-06,((TXWV2:1e-06,(BZBB1:0.00108944,FLAB109:1e-06)100:1e-06)100:0.000721738,(FLWO6:0.00125062,(CUVN10:1e-06,((CRL0030:0.000468978,CRL0001:1e-06)100:1e-06,(MXSA3017:1e-06,(CUMM5:1e-06,HNDA09:1e-06)100:0.00119682)100:0.00107965)100:1e-06)100:0.000581951)100:1e-06)100:0.00119176)100:1e-06)100:1e-06)100:1e-06)100:0.00117879,((FLSA185:1e-06,(CUSV6:1e-06,(FLSF47:1e-06,(FLCK18:1e-06,FLSF54:0.00154824)100:0.000702764)100:1e-06)100:8.15384e-06)100:0.000523969,(FLSF33:1e-06,((FLMO62:1e-06,(LALC2:0.000628542,FLBA140:1e-06)100:1e-06)100:0.00312993,((BJSB3:0.00129654,(BJVL19:1e-06,BJSL25:0.00115585)100:1e-06)100:0.000883832,(MXED8:0.000937743,(MXGT4:1e-06,TXGR3:0.00208598)100:0.00147657)100:0.000786225)100:0.00207603)100:1e-06)100:1e-06)100:0.000494553)100:0.00727311)100:0.00122103)100:1e-06)100:0.00116474);"
1428,28560000,28660000,57.0,36.0,"(AR:0.00228052,reference:0.0045781,(((DU:1e-06,EN:1e-06)100:0.00605127,(DO:0.00489304,(CH:0.00919764,(NI:0.00100555,HE:0.00194812)100:0.0103227)100:0.00328319)100:1e-06)100:1e-06,((FLBA140:1e-06,FLMO62:1e-06)100:0.00195608,(((BJVL19:1e-06,BJSL25:0.000633828)100:1e-06,(BJSB3:0.00134495,(MXED8:0.00111198,(MXGT4:1e-06,TXGR3:1e-06)100:0.00187432)100:0.000675823)100:0.000745996)100:0.00186926,((FLSF33:1e-06,(CUSV6:1e-06,(FLSF47:1e-06,(FLCK18:1e-06,(FLSF54:0.00219988,LALC2:0.000821219)100:1e-06)100:1.86518e-06)100:0.000664197)100:0.000619822)100:1e-06,(TXMD3:1e-06,((CUCA4:1e-06,(SCCU3:0.00233069,(CUVN10:1e-06,(FLCK216:1e-06,FLSA185:1e-06)100:3.37008e-05)100:2.09219e-05)100:0.000105392)100:0.000483065,(FLWO6:0.00133037,((BZBB1:0.0012839,FLAB109:1e-06)100:0.00175329,((CRL0030:0.000639608,CRL0001:1e-06)100:1e-06,(MXSA3017:1e-06,(HNDA09:1e-06,CUMM5:1e-06)100:0.00100593)100:0.00100354)100:0.000857891)100:1e-06)100:0.00153749)100:1e-06)100:0.00151803)100:1e-06)100:1e-06)100:0.00849132)100:0.00180759);"
1429,28580000,28680000,64.0,37.0,"(reference:0.00428049,(AR:0.00276035,((CH:0.00911961,(NI:1e-06,HE:0.00182233)100:0.0130293)100:0.00238829,(DO:0.00657426,(EN:1e-06,DU:1e-06)100:0.00419325)100:0.000821752)100:0.000992001)100:0.00147889,(MXGT4:1e-06,(((FLSA185:1e-06,FLCK216:1e-06)100:0.000645777,(FLWO6:0.00132017,((SCCU3:0.00177712,FLAB109:1e-06)100:0.00163962,((CUVN10:1e-06,(CUMM5:1e-06,HNDA09:1e-06)100:0.00112758)100:7.72421e-06,(MXSA3017:1e-06,(CRL0001:1e-06,CRL0030:0.000642462)100:1e-06)100:1.20415e-05)100:0.000959416)100:1e-06)100:0.00113978)100:0.00111841,(FLSF54:0.00144782,((FLSF33:1e-06,((TXMD3:1e-06,(BZBB1:0.00267943,CUCA4:1e-06)100:1e-06)100:0.00202069,(BJSL25:0.000694144,(BJSB3:0.00215515,BJVL19:1e-06)100:1e-06)100:0.00146918)100:1e-06)100:0.00242792,((FLSF47:1e-06,(CUSV6:1e-06,FLCK18:1e-06)100:1e-06)100:0.000617271,((TXGR3:1e-06,MXED8:0.000919474)100:0.000917205,(FLMO62:1e-06,(FLBA140:1e-06,(LALC2:1e-06,TXWV2:1e-06)100:1e-06)100:0.00088923)100:1e-06)100:0.00177391)100:1e-06)100:1e-06)100:0.000733285)100:0.000864672)100:0.00736576);"
1430,28600000,28700000,53.0,37.0,"(AR:0.000884857,reference:0.015261,((HE:0.00238212,NI:1e-06)100:0.0157433,((DU:1e-06,(EN:1e-06,DO:0.0075007)100:0.00280078)100:0.00396693,(CH:0.00595771,(CUSV6:1e-06,((CUMM5:1e-06,((FLWO6:0.00178517,(FLCK216:1e-06,FLSA185:1e-06)100:0.00160735)100:1e-06,((LALC2:1e-06,TXWV2:1e-06)100:0.00118012,(FLBA140:1e-06,(FLMO62:1e-06,(TXGR3:1e-06,(MXGT4:1e-06,MXED8:1e-06)100:0.0013422)100:0.00134683)100:1e-06)100:1e-06)100:0.00174182)100:1e-06)100:0.000784995,(FLCK18:1e-06,((FLSF54:0.0010007,(FLSF47:1e-06,FLAB109:0.00104443)100:1e-06)100:1e-06,(FLSF33:1e-06,((BJSB3:0.00189354,(BJVL19:1e-06,BJSL25:0.000845371)100:1e-06)100:0.00180056,((SCCU3:0.00265502,HNDA09:1e-06)100:1e-06,(CUCA4:1e-06,(BZBB1:0.0010692,(TXMD3:1e-06,(CUVN10:1e-06,(MXSA3017:1e-06,(CRL0001:1e-06,CRL0030:0.000847238)100:1.28798e-05)100:1e-06)100:2.3302e-05)100:1e-06)100:1e-06)100:1e-06)100:0.00245895)100:1e-06)100:0.00290054)100:1e-06)100:1e-06)100:1e-06)100:0.00588055)100:0.000889394)100:1e-06)100:0.00213743);"
1431,28620000,28720000,33.0,37.0,"(reference:0.0232771,(CH:0.00252314,(AR:0.00501465,((HE:0.00253525,NI:1e-06)100:0.0215639,(DU:1e-06,(EN:1e-06,DO:0.0071413)100:0.00543023)100:0.00268511)100:1e-06)100:0.00119379)100:0.00163771,(((FLSF47:1e-06,(FLBA140:1e-06,(LALC2:1e-06,TXWV2:1e-06)100:0.00218915)100:1e-06)100:1e-06,(FLMO62:1e-06,(CUSV6:1e-06,((TXGR3:1e-06,FLAB109:0.00187734)100:4.4975e-05,(FLWO6:1e-06,(FLSA185:1e-06,FLCK216:1e-06)100:0.00207872)100:1e-06)100:1e-06)100:0.00279196)100:1e-06)100:1e-06,(FLCK18:1e-06,(CUMM5:1e-06,(FLSF54:1e-06,(MXGT4:1e-06,(FLSF33:1e-06,((BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:1e-06,((MXED8:1e-06,BZBB1:0.00198889)100:7.87507e-06,(TXMD3:1e-06,((CUCA4:1e-06,(CRL0030:1e-06,CRL0001:1e-06)100:1e-06)100:1e-06,(SCCU3:1e-06,(HNDA09:1e-06,(CUVN10:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00570245)100:1e-06)100:0.00504264)100:1e-06)100:1e-06)100:0.00166296)100:1e-06)100:0.00438296);"
1432,28640000,28740000,19.0,37.0,"(reference:0.0336205,(FLCK216:1e-06,FLSA185:1e-06)100:0.00378181,(CUSV6:1e-06,(FLWO6:1e-06,(FLSF33:1e-06,(MXGT4:1e-06,(FLMO62:1e-06,(FLCK18:1e-06,(MXED8:1e-06,(CUMM5:1e-06,(FLSF54:1e-06,(CRL0001:1e-06,((SCCU3:1e-06,(TXWV2:1e-06,LALC2:1e-06)100:0.00306006)100:0.00146594,(FLBA140:1e-06,(CRL0030:1e-06,(HNDA09:1e-06,(FLSF47:1e-06,(TXGR3:1e-06,(MXSA3017:1e-06,(CUVN10:1e-06,(((BZBB1:1e-06,(CUCA4:1e-06,TXMD3:1e-06)100:1e-06)100:0.00330886,(BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:1e-06)100:0.00999254,(CH:1e-06,((DU:1e-06,(EN:1e-06,DO:0.00398968)100:0.01218)100:0.00299987,(AR:1e-06,(FLAB109:1e-06,(HE:1e-06,NI:1e-06)100:0.0324978)100:1e-06)100:1e-06)100:0.00271069)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00371161)100:1e-06)100:1e-06);"
1433,28660000,28760000,18.0,36.0,"(FLMO62:1e-06,reference:0.0383858,(FLCK18:1e-06,(FLCK216:1e-06,((CRL0030:1e-06,(HNDA09:1e-06,(FLSF33:1e-06,((BJSL25:1e-06,BJVL19:1e-06)100:1e-06,(BJSB3:1e-06,(BZBB1:1e-06,(CUCA4:1e-06,TXMD3:1e-06)100:1e-06)100:0.00330348)100:1e-06)100:0.00516556)100:1e-06)100:1e-06)100:0.00254274,((SCCU3:1e-06,(FLBA140:1e-06,(LALC2:1e-06,(TXWV2:1e-06,TXGR3:1e-06)100:1e-06)100:0.0053569)100:1e-06)100:0.00429316,(CH:1e-06,(CUSV6:1e-06,(CUMM5:1e-06,(MXSA3017:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(MXED8:1e-06,(FLAB109:1e-06,(MXGT4:1e-06,(FLWO6:1e-06,(FLSF47:1e-06,(FLSF54:1e-06,((DU:1e-06,(DO:0.00399608,EN:1e-06)100:0.0121934)100:0.00300108,(AR:1e-06,(HE:1e-06,NI:1e-06)100:0.0327154)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00227779)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06);"
1434,28680000,28780000,13.0,32.0,"(NI:0.0303821,reference:0.0306566,(((EN:1e-06,DO:0.00519186)100:0.0109624,(AR:1e-06,(BZBB1:1e-06,(HE:0.0260045,(DU:1e-06,CH:0.0051641)100:1e-06)100:1e-06)100:1e-06)100:0.00208038)100:1e-06,((FLWO6:0.00571112,(HNDA09:1e-06,((FLCK216:0.00275832,CRL0030:1e-06)100:1e-06,(FLMO62:1e-06,(FLAB109:1e-06,MXSA3017:0.0027525)100:1e-06)100:1e-06)100:1e-06)100:1.04669e-05)100:0.00221143,((FLCK18:1e-06,(BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:0.00293908)100:0.00294667,(LALC2:1e-06,(MXGT4:1e-06,(SCCU3:1e-06,(TXWV2:1e-06,(TXMD3:0.00445701,(FLSF33:1e-06,(FLBA140:1e-06,(FLSF54:1e-06,(FLSA185:1e-06,(MXED8:0.00277442,(TXGR3:0.00236456,FLSF47:1e-06)100:0.00533713)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00394592)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:7.72907e-05)100:1e-06)100:0.00687642)100:1e-06);"
1435,28700000,28800000,10.0,27.0,"(CH:0.014404,reference:0.0137353,((EN:0.00566912,NI:0.0304219)100:1e-06,((MXGT4:1e-06,(FLWO6:0.00561086,((FLCK216:0.00271672,FLMO62:1e-06)100:1e-06,(MXSA3017:0.00270802,CRL0030:1e-06)100:1e-06)100:0.00216214)100:1.01614e-05)100:1e-06,(LALC2:1e-06,((TXMD3:0.0043656,SCCU3:1e-06)100:1.33798e-05,((HNDA09:1e-06,(FLCK18:1e-06,(BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:0.00376945)100:0.00378431)100:3.15868e-06,(FLSF33:1e-06,(FLSF54:1e-06,(FLSA185:1e-06,(FLBA140:1e-06,((FLAB109:1e-06,MXED8:0.00273693)100:1e-06,(FLSF47:1e-06,(TXWV2:1e-06,TXGR3:0.00219754)100:7.94303e-05)100:0.00525487)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00389636)100:1e-06)100:1e-06)100:6.3687e-05)100:0.0103509)100:1e-06);"
1436,28720000,28820000,28.0,37.0,"(AR:1e-06,reference:0.00547158,((EN:0.00270994,(CH:0.00756726,(HE:0.00258337,NI:1e-06)100:0.0232242)100:0.00540356)100:1e-06,((DO:1e-06,DU:1e-06)100:1e-06,((MXSA3017:0.00184122,(FLMO62:1e-06,(BZBB1:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,(CUCA4:1e-06,(CUSV6:1e-06,(CUMM5:1e-06,FLCK216:0.00127026)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000578433)100:1e-06)100:0.00180079,((BJSL25:1e-06,(BJVL19:1e-06,BJSB3:1e-06)100:1e-06)100:0.00385889,(FLSA185:0.00142426,(FLSF54:1e-06,(FLSF33:1e-06,(MXGT4:1e-06,(LALC2:1e-06,(SCCU3:1e-06,(FLBA140:1e-06,((MXED8:1e-06,FLAB109:1e-06)100:0.00261105,(FLWO6:0.00275995,(TXMD3:0.00219326,(TXWV2:1e-06,(FLSF47:1e-06,(FLCK18:0.00278132,TXGR3:0.00140431)100:1e-06)100:1e-06)100:1e-06)100:7.19864e-05)100:0.00289719)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00535215)100:0.000324912)100:0.0038217)100:1e-06)100:0.00623453)100:1e-06)100:0.00538486);"
1437,28740000,28840000,36.0,37.0,"(AR:1e-06,reference:0.00643354,((DO:1e-06,(EN:0.00273045,DU:1e-06)100:1e-06)100:1e-06,((CH:0.00769276,(HE:0.00264775,NI:1e-06)100:0.0236922)100:0.00553718,((FLSA185:0.00127449,(FLSF54:1e-06,(FLSF33:0.00111767,((FLCK18:1e-06,FLAB109:1e-06)100:0.00269629,((SCCU3:1e-06,FLSF47:1e-06)100:0.00356529,(FLBA140:1e-06,(LALC2:1e-06,(FLWO6:0.00182369,(TXMD3:0.00135807,(TXWV2:1e-06,(MXGT4:1e-06,TXGR3:1e-06)100:1e-06)100:0.00232629)100:1e-06)100:1e-06)100:0.00176196)100:1e-06)100:1e-06)100:1e-06)100:0.00259283)100:0.00184489)100:0.00344898,((BJSL25:1e-06,(BJVL19:1e-06,BJSB3:1e-06)100:1e-06)100:0.00611786,(MXED8:0.00425371,((FLMO62:1e-06,FLCK216:0.00138521)100:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(HNDA09:1e-06,(CUCA4:1e-06,(CUSV6:1e-06,(BZBB1:1e-06,(CUMM5:1e-06,MXSA3017:0.00136622)100:3.84028e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00264054)100:1e-06)100:0.00733338)100:1e-06)100:0.00634004);"
1438,28760000,28860000,44.0,37.0,"(AR:1e-06,reference:0.00629513,(DO:1e-06,(((DU:1e-06,EN:1e-06)100:0.00411023,(CH:0.0049939,(NI:1e-06,HE:0.0019346)100:0.0203405)100:0.00494295)100:1e-06,((FLSA185:0.00133375,(FLSF33:1e-06,(TXWV2:1e-06,(FLAB109:0.00350951,((FLSF54:1e-06,(SCCU3:1e-06,FLSF47:1e-06)100:0.00296454)100:1e-06,(FLCK18:0.00130444,((FLWO6:0.00129437,LALC2:1e-06)100:1e-06,(FLBA140:1e-06,(TXMD3:0.00103993,(TXGR3:1e-06,MXGT4:1e-06)100:0.00152357)100:1e-06)100:0.00101101)100:1e-06)100:0.000690313)100:1e-06)100:1e-06)100:0.000937718)100:0.00385528)100:0.00306782,(FLCK216:0.00123274,(FLMO62:1e-06,((BJSL25:1e-06,(BJVL19:1e-06,BJSB3:1e-06)100:1e-06)100:0.00753089,((MXED8:0.00336144,CUMM5:1e-06)100:1e-06,(BZBB1:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(CUCA4:1e-06,(HNDA09:1e-06,(MXSA3017:1e-06,CUSV6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000990195)100:1e-06)100:0.000568333)100:1e-06)100:0.000880302)100:1.97523e-05)100:0.000868109)100:0.00559675)100:0.00438777)100:0.00288806);"
1439,28780000,28880000,53.0,37.0,"(AR:1e-06,reference:0.0049616,((EN:1e-06,DO:1e-06)100:1e-06,(DU:0.00229561,((CH:0.00151268,(HE:0.00120267,NI:1e-06)100:0.012018)100:0.00456978,(FLCK216:1e-06,(((FLSA185:0.00150957,(BJSB3:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:0.00553117)100:1e-06,(CUMM5:1e-06,(FLMO62:1e-06,(BZBB1:1e-06,(CUVN10:1e-06,(MXSA3017:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(CUCA4:1e-06,(HNDA09:1e-06,CUSV6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000591373)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000207291)100:0.00059477,(FLSF33:1e-06,(TXWV2:1e-06,(((FLCK18:1e-06,(FLWO6:1e-06,LALC2:1e-06)100:0.00351807)100:1e-06,(FLSF54:1e-06,(FLSF47:1e-06,SCCU3:1e-06)100:0.00197427)100:1e-06)100:0.000616899,(FLAB109:0.00209241,(FLBA140:1e-06,(TXMD3:1e-06,(TXGR3:0.00124487,(MXGT4:1e-06,MXED8:0.00349041)100:1e-06)100:0.00327715)100:0.00100201)100:1e-06)100:1e-06)100:1e-06)100:0.000923727)100:0.00394811)100:0.00202536)100:0.00759125)100:0.00185239)100:0.00291808)100:0.00236333);"
1440,28800000,28900000,53.0,37.0,"(AR:1e-06,reference:0.0049616,((EN:1e-06,DO:1e-06)100:1e-06,(DU:0.00229561,((CH:0.00151268,(HE:0.00120267,NI:1e-06)100:0.012018)100:0.00456978,(FLCK216:1e-06,(((FLSA185:0.00150957,(BJSB3:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:0.00553117)100:1e-06,(CUMM5:1e-06,(FLMO62:1e-06,(BZBB1:1e-06,(CUVN10:1e-06,(MXSA3017:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(CUCA4:1e-06,(HNDA09:1e-06,CUSV6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000591373)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000207291)100:0.00059477,(FLSF33:1e-06,(TXWV2:1e-06,(((FLCK18:1e-06,(FLWO6:1e-06,LALC2:1e-06)100:0.00351807)100:1e-06,(FLSF54:1e-06,(FLSF47:1e-06,SCCU3:1e-06)100:0.00197427)100:1e-06)100:0.000616899,(FLAB109:0.00209241,(FLBA140:1e-06,(TXMD3:1e-06,(TXGR3:0.00124487,(MXGT4:1e-06,MXED8:0.00349041)100:1e-06)100:0.00327715)100:0.00100201)100:1e-06)100:1e-06)100:1e-06)100:0.000923727)100:0.00394811)100:0.00202536)100:0.00759125)100:0.00185239)100:0.00291808)100:0.00236333);"
1441,28820000,28920000,43.0,37.0,"(EN:1e-06,reference:0.00592231,(AR:1e-06,(DO:1e-06,(DU:0.00420832,(CH:0.00370385,((HE:1e-06,NI:1e-06)100:0.0149549,(FLCK216:0.00166672,((FLCK18:1e-06,(FLWO6:1e-06,LALC2:1e-06)100:0.00558857)100:1e-06,((FLSF54:1e-06,(FLSF47:1e-06,SCCU3:1e-06)100:1e-06)100:0.00271399,(CUMM5:1e-06,((TXMD3:0.000925828,((MXED8:0.00289161,(TXGR3:0.00145909,MXGT4:1e-06)100:0.001282)100:0.00129961,(BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:0.00244655)100:0.00274364)100:1e-06,((FLSA185:1e-06,(TXWV2:1e-06,(FLBA140:1e-06,FLAB109:1e-06)100:1e-06)100:1e-06)100:0.00257399,(FLSF33:1e-06,((FLMO62:1e-06,(HNDA09:1e-06,(CUVN10:1e-06,BZBB1:1e-06)100:1e-06)100:1e-06)100:1e-06,((CRL0030:1e-06,CRL0001:1e-06)100:1e-06,(CUCA4:1e-06,(CUSV6:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0010148)100:1e-06)100:0.000894497)100:2.07166e-05)100:1e-06)100:1e-06)100:0.0115748)100:0.00164445)100:0.00201376)100:0.00334519)100:0.00201045)100:1e-06);"
1442,28840000,28940000,35.0,37.0,"(EN:1e-06,reference:0.00560226,(AR:1e-06,(DO:1e-06,(DU:0.00403128,(CH:0.00367037,((NI:1e-06,HE:1e-06)100:0.0140567,(FLCK216:1e-06,(FLCK18:1e-06,((FLWO6:1e-06,LALC2:1e-06)100:0.00532839,((FLSF47:1e-06,FLSF54:1e-06)100:1e-06,(FLSA185:1e-06,(SCCU3:1e-06,(FLSF33:1e-06,(TXGR3:0.00291577,(TXMD3:1e-06,((MXSA3017:1e-06,(CUSV6:1e-06,(CUCA4:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(CUMM5:1e-06,(FLMO62:1e-06,(FLAB109:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:0.00241798)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(CUVN10:1e-06,(BZBB1:1e-06,(HNDA09:1e-06,((BJSL25:1e-06,BJVL19:1e-06)100:1e-06,(MXED8:1e-06,(BJSB3:1e-06,(TXWV2:1e-06,MXGT4:0.00130662)100:1.73225e-06)100:1e-06)100:1e-06)100:0.00392839)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00118819)100:1.16844e-05)100:1.64502e-06)100:1e-06)100:8.37213e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0104757)100:0.00170802)100:0.00192778)100:0.00314175)100:0.0019252)100:1e-06);"
1443,28860000,28960000,27.0,37.0,"(AR:1e-06,reference:0.00525212,((EN:1e-06,DU:0.00189709)100:1e-06,(DO:1e-06,(CH:0.00474052,((NI:1e-06,HE:1e-06)100:0.00632442,(TXGR3:0.00421372,(TXMD3:1e-06,((FLSF33:1e-06,(MXSA3017:1e-06,(SCCU3:1e-06,(CUSV6:1e-06,(CUCA4:1e-06,(FLCK216:1e-06,(FLMO62:1e-06,(CUVN10:1e-06,(CRL0030:1e-06,(CRL0001:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00257677)100:1e-06,(FLSF47:1e-06,(FLAB109:1e-06,(FLSF54:1e-06,((FLWO6:1e-06,LALC2:1e-06)100:0.00910767,(CUMM5:1e-06,((BJVL19:1e-06,BJSL25:1e-06)100:1e-06,(MXED8:1e-06,(FLSA185:1e-06,(BZBB1:1e-06,(BJSB3:1e-06,(HNDA09:1e-06,(FLCK18:1e-06,(MXGT4:0.0018573,TXWV2:1e-06)100:4.55543e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00372633)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0106369)100:0.0141388)100:0.00260087)100:0.00263969)100:1e-06);"
1444,28880000,28980000,8.0,18.0,"(reference:1e-06,(TXGR3:1e-06,TXMD3:1e-06)100:1e-06,(FLMO62:1e-06,((BJSL25:0.0326724,(HNDA09:1e-06,FLAB109:1e-06)100:1e-06)100:0.0716635,(FLBA140:0.0160755,((CUVN10:1e-06,(CRL0001:1e-06,CRL0030:1e-06)100:1e-06)100:0.0650721,((EN:1e-06,AR:1e-06)100:1e-06,((NI:1e-06,HE:1e-06)100:0.0486791,(CH:0.00582996,(DU:0.00583698,DO:1e-06)100:1e-06)100:1e-06)100:0.00574019)100:0.0110113)100:0.000265153)100:1e-06)100:0.000325187)100:1e-06);"
1445,28900000,29000000,8.0,23.0,"(reference:1e-06,(TXGR3:1e-06,TXMD3:1e-06)100:1e-06,(FLMO62:1e-06,(FLBA140:0.0120476,(((CUVN10:1e-06,(CRL0030:1e-06,CRL0001:1e-06)100:1e-06)100:1e-06,(CUCA4:1e-06,(FLSF54:1e-06,(BZBB1:1e-06,(MXSA3017:1e-06,CUSV6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0621441,((EN:1e-06,AR:1e-06)100:1e-06,((CH:0.00587118,(DU:0.00585455,DO:1e-06)100:1e-06)100:1e-06,((NI:1e-06,HE:1e-06)100:0.0413709,(BJSL25:0.0328735,(FLAB109:1e-06,HNDA09:1e-06)100:1e-06)100:0.0475197)100:0.00770631)100:0.00576483)100:0.0061263)100:0.000986107)100:0.000645477)100:0.0038902);"
1446,28920000,29020000,0.0,12.0,
1447,28940000,29040000,11.0,36.0,"(AR:0.00562316,reference:1e-06,((NI:1e-06,HE:1e-06)100:0.0195492,(DO:1e-06,(CH:1e-06,((TXMD3:1e-06,(FLWO6:1e-06,(FLBA140:1e-06,(BJSB3:1e-06,(MXED8:1e-06,(FLSF47:1e-06,(CUSV6:1e-06,(MXGT4:1e-06,((SCCU3:1e-06,FLSF33:1e-06)100:1e-06,(FLMO62:1e-06,FLCK216:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00396754)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,((EN:1e-06,DU:1e-06)100:0.00568673,(FLSF54:1e-06,((FLAB109:1e-06,HNDA09:1e-06)100:1e-06,(BZBB1:1e-06,(CUCA4:1e-06,(MXSA3017:1e-06,((CRL0030:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,CUMM5:1e-06)100:0.0056646)100:1e-06)100:1e-06,(TXGR3:1e-06,(FLCK18:1e-06,(BJVL19:1e-06,(LALC2:1e-06,(FLSA185:1e-06,BJSL25:0.0084913)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00464103)100:0.000986662)100:0.00570879)100:1e-06)100:1e-06)100:0.0221268)100:0.0167725);"
