,start,end,nsnps,nsamplecov,tree
141,2820000,2920000,27.0,34.0,"(reference:0.0139514,(CH:1e-06,(NI:1e-06,HE:1e-06)100:0.0126751)100:0.00904476,((AR:1e-06,DO:1e-06)100:0.00578984,((TXMD3:1e-06,(FLSA185:1e-06,(FLSF33:1e-06,(FLSF47:1e-06,(FLMO62:1e-06,(BJSB3:1e-06,(CUCA4:1e-06,(MXGT4:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:0.00695018)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00682856)100:1e-06,(FLSF54:1e-06,(FLCK18:1e-06,(LALC2:1e-06,((CUVN10:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:1e-06)100:0.00579622,(FLWO6:1e-06,(DU:0.00585698,((FLCK216:0.00563226,(TXGR3:1e-06,(MXED8:1e-06,(HNDA09:0.00582507,CUSV6:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLAB109:1e-06,(CRL0001:1e-06,(BZBB1:1e-06,(MXSA3017:1e-06,CRL0030:1e-06)100:0.00329862)100:1e-06)100:1e-06)100:1e-06)100:0.00577101)100:0.00173495)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00266679)100:0.00462285)100:1e-06);"
142,2840000,2940000,17.0,32.0,"(CH:0.0169752,reference:0.0161854,(AR:0.00560492,(((TXMD3:1e-06,(LALC2:1e-06,(FLCK18:1e-06,(FLSF54:1e-06,SCCU3:0.00556296)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLMO62:1e-06,(CUCA4:1e-06,(BJSB3:1e-06,(MXGT4:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:1e-06)100:0.00881332)100:0.000294784)100:0.00835413)100:1e-06,(DO:1e-06,(DU:1e-06,(CUSV6:1e-06,(FLSF47:1e-06,(FLWO6:1e-06,(FLSF33:1e-06,(FLSA185:1e-06,(CRL0001:1e-06,(FLBA140:1e-06,(CUVN10:1e-06,(MXED8:1e-06,(HNDA09:1e-06,((FLAB109:1e-06,CRL0030:1e-06)100:1e-06,(TXGR3:1e-06,(MXSA3017:1e-06,(FLCK216:1e-06,BZBB1:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00332573)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0058433)100:1e-06)100:0.00463112)100:1e-06)100:1e-06);"
143,2860000,2960000,23.0,35.0,"(DU:1e-06,reference:1e-06,(AR:1e-06,(EN:1e-06,(CH:0.00617855,((NI:1e-06,HE:1e-06)100:0.018852,(DO:1e-06,(CUCA4:1e-06,(FLMO62:1e-06,((MXGT4:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:0.00478503,(BJSB3:1e-06,(TXMD3:1e-06,(CUSV6:1e-06,(FLSF47:1e-06,(FLCK18:1e-06,(FLSF33:1e-06,(CUVN10:1e-06,(FLBA140:1e-06,(FLWO6:1e-06,(LALC2:1e-06,(FLSF54:1e-06,(CRL0001:1e-06,(FLSA185:1e-06,(MXED8:1e-06,(HNDA09:1e-06,(CRL0030:1e-06,((FLAB109:1e-06,(FLCK216:1e-06,SCCU3:1e-06)100:0.0058575)100:1e-06,(BZBB1:1e-06,(MXSA3017:1e-06,TXGR3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00711537)100:1e-06)100:0.00253118)100:0.00612143)100:1e-06)100:0.00301691)100:1e-06)100:1e-06)100:0.0092912)100:0.0134392)100:1e-06);"
144,2880000,2980000,17.0,34.0,"(EN:1e-06,reference:0.0075203,((AR:1e-06,DU:1e-06)100:1e-06,(CH:0.00590079,((CUCA4:1e-06,(HE:1e-06,NI:1e-06)100:0.017709)100:1e-06,(DO:1e-06,(FLCK216:1e-06,(FLSA185:1e-06,((CUSV6:1e-06,HNDA09:0.00375325)100:8.41488e-05,(CRL0030:1e-06,(CRL0001:1e-06,(FLWO6:1e-06,(LALC2:1e-06,(FLSF54:1e-06,(FLAB109:1e-06,(TXGR3:1e-06,(MXSA3017:1e-06,(BJVL19:1e-06,(FLBA140:1e-06,(MXED8:1e-06,(BJSL25:1e-06,(CUVN10:1e-06,(FLSF33:1e-06,(SCCU3:1e-06,(FLCK18:1e-06,(BJSB3:1e-06,(BZBB1:1e-06,(FLSF47:1e-06,(MXGT4:1e-06,FLMO62:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00926646)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00406815)100:1e-06)100:0.0036862)100:1e-06)100:1e-06)100:0.0149508)100:0.00708862);"
145,2900000,3000000,17.0,34.0,"(EN:1e-06,reference:0.0075203,((AR:1e-06,DU:1e-06)100:1e-06,(CH:0.00590079,((CUCA4:1e-06,(HE:1e-06,NI:1e-06)100:0.017709)100:1e-06,(DO:1e-06,(FLCK216:1e-06,(FLSA185:1e-06,((CUSV6:1e-06,HNDA09:0.00375325)100:8.41488e-05,(CRL0030:1e-06,(CRL0001:1e-06,(FLWO6:1e-06,(LALC2:1e-06,(FLSF54:1e-06,(FLAB109:1e-06,(TXGR3:1e-06,(MXSA3017:1e-06,(BJVL19:1e-06,(FLBA140:1e-06,(MXED8:1e-06,(BJSL25:1e-06,(CUVN10:1e-06,(FLSF33:1e-06,(SCCU3:1e-06,(FLCK18:1e-06,(BJSB3:1e-06,(BZBB1:1e-06,(FLSF47:1e-06,(MXGT4:1e-06,FLMO62:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00926646)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00406815)100:1e-06)100:0.0036862)100:1e-06)100:1e-06)100:0.0149508)100:0.00708862);"
146,2920000,3020000,23.0,35.0,"(DU:1e-06,reference:0.00884246,(AR:0.00229502,(EN:0.00386983,(CH:0.00290877,(DO:1e-06,((NI:0.00557727,(CUCA4:1e-06,HE:1e-06)100:1e-06)100:0.0108972,(FLCK216:1e-06,(CUSV6:1e-06,(FLSA185:1e-06,((BJSL25:1e-06,(MXED8:1e-06,(BJVL19:1e-06,(FLBA140:1e-06,(MXSA3017:1e-06,(TXMD3:1e-06,HNDA09:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00468394,(LALC2:1e-06,(FLWO6:1e-06,(FLSF54:1e-06,(CRL0001:1e-06,(FLAB109:1e-06,(CRL0030:1e-06,(FLSF33:1e-06,(TXGR3:1e-06,(BJSB3:1e-06,(FLCK18:1e-06,(BZBB1:1e-06,(SCCU3:1e-06,(CUVN10:1e-06,(FLSF47:1e-06,(FLMO62:1e-06,MXGT4:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00649318)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0032776)100:1e-06)100:1e-06)100:0.00334159)100:1e-06)100:1e-06)100:1e-06)100:0.00377182)100:0.00794611);"
147,2940000,3040000,36.0,36.0,"(DU:0.00566663,reference:0.00926202,(AR:0.00174769,((DO:1e-06,EN:0.00311768)100:0.0078152,(CH:0.00208981,((NI:0.00409572,HE:1e-06)100:0.0198162,(FLCK216:0.00159854,((TXGR3:1e-06,(TXMD3:1e-06,((BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:0.00261776)100:1e-06,(MXED8:1e-06,(HNDA09:1e-06,MXSA3017:1e-06)100:0.00307989)100:1e-06)100:1e-06)100:1e-06)100:0.00534609,(CUSV6:1e-06,(FLSA185:1e-06,(LALC2:1e-06,(CRL0030:1e-06,(FLWO6:1e-06,(FLSF54:1e-06,(CRL0001:1e-06,(FLAB109:1e-06,(SCCU3:1e-06,(CUVN10:1e-06,(FLSF47:1e-06,(BZBB1:1e-06,(FLCK18:1e-06,(FLSF33:1e-06,(CUCA4:0.00306138,(TXWV2:1e-06,(FLMO62:1e-06,(FLBA140:1e-06,MXGT4:1e-06)100:1e-06)100:1e-06)100:0.000242602)100:0.00344898)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000533154)100:0.00507513)100:0.00323147)100:0.00688316)100:1e-06)100:0.00321382)100:1e-06)100:0.00405102);"
148,2960000,3060000,26.0,36.0,"(DU:0.00621102,reference:0.0159786,((AR:0.00206727,((NI:0.0054792,HE:1e-06)100:0.0198587,(BJSB3:1e-06,(CUSV6:1e-06,(CH:1e-06,(TXGR3:1e-06,((DO:1e-06,EN:0.00417784)100:0.00886908,((MXSA3017:1e-06,HNDA09:1e-06)100:0.00418404,(TXMD3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:0.00702623)100:1e-06)100:0.00829953)100:6.73002e-05)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLCK216:0.00229278,(TXWV2:1e-06,(FLMO62:1e-06,(LALC2:1e-06,(FLAB109:1e-06,(FLSF47:1e-06,(FLSF54:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(SCCU3:1e-06,(FLWO6:1e-06,(CRL0030:1e-06,(FLSA185:1e-06,(BZBB1:1e-06,(FLSF33:1e-06,(FLCK18:1e-06,(CUCA4:1e-06,(MXGT4:1e-06,(MXED8:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00478802)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00724726)100:0.000361235)100:0.00396713)100:0.00259012);"
149,2980000,3080000,20.0,36.0,"(DU:0.00674703,reference:0.0198778,((EN:0.00404545,DO:1e-06)100:0.00953806,(AR:0.00202204,((NI:0.00535672,HE:1e-06)100:0.0190027,(TXGR3:1e-06,(((CH:1e-06,(BJSB3:1e-06,CUSV6:0.00189165)100:1e-06)100:1e-06,(TXMD3:1e-06,((MXSA3017:0.0021831,HNDA09:1e-06)100:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:0.00602464)100:1e-06)100:0.00301982)100:1e-06,(FLCK216:0.00239592,(((FLWO6:1e-06,LALC2:1e-06)100:1e-06,(FLAB109:1e-06,(SCCU3:1e-06,CRL0030:1e-06)100:1e-06)100:1e-06)100:1e-06,((FLSF47:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,FLSF54:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLMO62:1e-06,(MXGT4:1e-06,(FLCK18:1e-06,(CUCA4:1e-06,(FLSA185:1e-06,(TXWV2:1e-06,(BZBB1:1e-06,(FLSF33:1e-06,(MXED8:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00214517)100:1e-06)100:1e-06)100:0.00350044)100:0.00177338)100:1e-06)100:0.00546913)100:1e-06)100:1e-06)100:0.00397324);"
150,3000000,3100000,36.0,36.0,"(DU:0.00470387,reference:0.0128473,(((AR:0.00121723,(EN:0.00270983,DO:1e-06)100:1e-06)100:0.00618331,(CH:0.0014534,(NI:0.00307001,HE:1e-06)100:0.017458)100:0.00654848)100:1e-06,(BJSB3:1e-06,(TXMD3:1e-06,(((BJSL25:1e-06,BJVL19:0.00216435)100:0.00215831,(TXGR3:0.00149214,(MXED8:1e-06,(MXGT4:1e-06,(MXSA3017:1e-06,HNDA09:1e-06)100:1e-06)100:1e-06)100:0.00228859)100:1e-06)100:1e-06,(FLBA140:1e-06,(FLSF33:1e-06,(TXWV2:1e-06,(FLSA185:1e-06,(FLCK18:1e-06,(((CUVN10:1e-06,(FLWO6:1e-06,LALC2:0.00134431)100:1e-06)100:1e-06,(FLSF54:1e-06,(SCCU3:1e-06,FLAB109:1e-06)100:1e-06)100:1e-06)100:1e-06,((CRL0030:1e-06,(CRL0001:1e-06,(BZBB1:1e-06,CUSV6:1e-06)100:0.00228177)100:1e-06)100:1e-06,(FLSF47:1e-06,(FLMO62:1e-06,(CUCA4:1e-06,FLCK216:0.00542284)100:0.00214915)100:2.92674e-05)100:0.00147536)100:1e-06)100:0.000991031)100:1e-06)100:1e-06)100:1e-06)100:2.68636e-05)100:0.00317733)100:1e-06)100:0.0066712)100:0.0068576)100:0.00232407);"
151,3020000,3120000,37.0,36.0,"(reference:0.0152889,(EN:1e-06,DO:1e-06)100:0.00685065,((CH:0.00110148,(HE:1e-06,NI:1e-06)100:0.0218536)100:0.00631433,((AR:1e-06,DU:0.00397779)100:1e-06,(BJSB3:1e-06,(TXMD3:0.00114542,(((TXGR3:0.0011873,(BJVL19:0.00307221,BJSL25:1e-06)100:0.00165415)100:1e-06,(MXSA3017:0.00145578,(MXGT4:1e-06,(CUSV6:0.000973664,HNDA09:1e-06)100:1e-06)100:1e-06)100:0.00143414)100:1e-06,((CRL0030:1e-06,(CRL0001:1e-06,(TXWV2:1e-06,((MXED8:1e-06,BZBB1:1e-06)100:0.00132392,(FLMO62:1e-06,(FLCK216:0.00693077,CUCA4:1e-06)100:0.00184001)100:0.00121982)100:1e-06)100:0.00110803)100:1e-06)100:1e-06,((FLBA140:1e-06,(FLSF47:1e-06,(FLSF33:0.00166986,(FLWO6:1e-06,LALC2:0.00105384)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLCK18:1e-06,(FLSF54:1e-06,(FLAB109:1e-06,(CUVN10:1e-06,(SCCU3:1e-06,FLSA185:0.00117186)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00267909)100:1e-06)100:0.00509952)100:0.00519566)100:1e-06)100:0.00107006);"
152,3040000,3140000,23.0,36.0,"(EN:0.00193686,reference:0.0187368,((CH:0.00142548,(HE:1e-06,NI:1e-06)100:0.0183122)100:0.00608477,(DU:1e-06,(AR:1e-06,(DO:1e-06,((FLCK216:0.00244138,CUCA4:1e-06)100:0.00297399,(FLMO62:1e-06,(BJVL19:0.00137938,((FLBA140:1e-06,(LALC2:1e-06,(BJSB3:1e-06,TXMD3:1e-06)100:1e-06)100:1.72951e-05)100:0.00336046,(FLCK18:1e-06,(((FLSF33:0.00230342,TXGR3:0.00135352)100:0.000118829,(FLWO6:1e-06,(CUSV6:0.00114108,BJSL25:1e-06)100:1e-06)100:1e-06)100:1e-06,(FLSF54:1e-06,(FLAB109:1e-06,((CUVN10:1e-06,(SCCU3:1e-06,FLSA185:0.00125983)100:1e-06)100:1e-06,(TXWV2:1e-06,(FLSF47:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,(MXSA3017:0.00113191,(MXGT4:1e-06,(HNDA09:1e-06,(BZBB1:1e-06,MXED8:0.00196762)100:7.83983e-05)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00112404)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00264646)100:1e-06)100:1e-06)100:0.00504366)100:1e-06)100:1e-06)100:1e-06)100:1e-06);"
153,3060000,3160000,25.0,36.0,"(reference:0.00855244,(EN:0.00143546,DO:1e-06)100:1e-06,(AR:1e-06,(DU:1e-06,((CH:0.00113201,(NI:1e-06,HE:1e-06)100:0.0134615)100:0.00477408,((CUCA4:1e-06,FLCK216:0.00291774)100:0.00326225,(FLMO62:1e-06,(BJVL19:0.00111006,((FLBA140:1e-06,(LALC2:1e-06,(TXMD3:1e-06,BJSB3:1e-06)100:1e-06)100:1e-06)100:0.00280886,(FLWO6:1e-06,((FLSF54:1e-06,((FLAB109:1e-06,FLCK18:1e-06)100:1e-06,(BJSL25:1e-06,(FLSF33:0.00187625,TXGR3:0.00117377)100:1e-06)100:1e-06)100:1e-06)100:1e-06,((CUVN10:1e-06,(FLSA185:0.00111085,SCCU3:1e-06)100:1e-06)100:1e-06,(FLSF47:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,((BZBB1:1e-06,(TXWV2:1e-06,MXSA3017:0.000921138)100:8.57017e-06)100:5.03946e-06,(MXGT4:1e-06,(MXED8:0.00149735,(CUSV6:1e-06,HNDA09:1e-06)100:0.00187752)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000928136)100:1e-06)100:1e-06)100:1e-06)100:0.00232868)100:1e-06)100:1e-06)100:0.00719585)100:1e-06)100:0.00201499)100:1e-06);"
154,3080000,3180000,32.0,36.0,"(reference:0.00757115,(AR:1e-06,(EN:1e-06,DO:1e-06)100:0.00155366)100:1e-06,(DU:0.00115812,((CH:0.00110959,(HE:1e-06,NI:1e-06)100:0.0115581)100:0.00419504,(BJSB3:1e-06,(LALC2:1e-06,(((BJVL19:1e-06,FLMO62:1e-06)100:1e-06,(CUCA4:1e-06,FLCK216:0.00280451)100:0.00221988)100:0.00149929,(TXWV2:1e-06,(TXMD3:0.00109881,(CUSV6:1e-06,(CRL0001:1e-06,((CRL0030:1e-06,((HNDA09:0.00103201,MXGT4:1e-06)100:1e-06,(MXED8:0.00144738,(BZBB1:1e-06,MXSA3017:0.000925034)100:1.01435e-05)100:1e-06)100:1e-06)100:0.000863889,(TXGR3:0.000945736,(BJSL25:1e-06,(CUVN10:1e-06,(FLSF33:0.00182465,(FLBA140:1e-06,(FLAB109:1e-06,(FLWO6:1e-06,(FLSF47:1e-06,(FLCK18:1e-06,(SCCU3:1e-06,(FLSA185:0.00141078,FLSF54:0.000895746)100:1.10552e-06)100:1.84727e-05)100:1.64533e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000815313)100:0.00186043)100:1e-06)100:0.00365888)100:1e-06)100:0.00133272);"
155,3100000,3200000,17.0,33.0,"(reference:0.0110281,(FLMO62:1e-06,(DU:1e-06,(CH:1e-06,(HE:1e-06,NI:1e-06)100:0.00450691)100:0.00163025)100:0.00190864)100:0.000276859,(AR:1e-06,(EN:0.00222201,(DO:1e-06,(HNDA09:1e-06,(CUSV6:1e-06,((FLWO6:1e-06,(MXED8:1e-06,BJVL19:1e-06)100:0.00220997)100:1e-06,((BZBB1:1e-06,TXMD3:0.0018062)100:1e-06,(CRL0001:1e-06,(CUCA4:1e-06,(BJSB3:1e-06,(CUVN10:1e-06,(FLAB109:1e-06,(FLCK18:1e-06,(MXGT4:1e-06,(FLSF33:0.00266384,(FLBA140:1e-06,(FLSA185:0.00222868,(FLSF47:1e-06,(TXGR3:1e-06,(BJSL25:1e-06,((CRL0030:1e-06,MXSA3017:0.00125854)100:1e-06,(FLSF54:1e-06,LALC2:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00233146)100:1e-06)100:0.00256916)100:0.000777591)100:4.86422e-05)100:6.94143e-05)100:0.00337665)100:1e-06);"
156,3120000,3220000,31.0,36.0,"(reference:0.00716624,(FLCK18:0.0115147,AR:1e-06)100:0.00414606,((EN:0.00203869,(DO:0.00545848,(DU:1e-06,CH:1e-06)100:0.0082511)100:0.00122766)100:0.00312677,(SCCU3:1e-06,(HNDA09:1e-06,((HE:1e-06,NI:1e-06)100:1e-06,((MXGT4:1e-06,FLWO6:1e-06)100:0.00782183,(BJSB3:1e-06,(TXWV2:1e-06,(FLAB109:1e-06,(FLSF47:1e-06,(TXMD3:1e-06,(CUSV6:1e-06,((CUCA4:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:0.0015271)100:0.00120071,(((FLMO62:1e-06,BZBB1:1e-06)100:1e-06,(FLSF33:1e-06,(FLSA185:1e-06,(FLCK216:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(LALC2:1e-06,(CRL0030:1e-06,(MXSA3017:1e-06,(TXGR3:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,(MXED8:1e-06,FLSF54:0.00146514)100:0.000106274)100:1e-06)100:1e-06)100:1e-06)100:0.00222007)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00275149)100:1e-06)100:1e-06)100:0.000755521)100:1e-06)100:0.00495625)100:0.00197246)100:1e-06)100:1e-06)100:0.00503371)100:0.0041181);"
157,3140000,3240000,36.0,36.0,"(reference:0.00841688,(FLCK18:0.0195003,AR:1e-06)100:1e-06,(BZBB1:0.00340125,((HE:1e-06,NI:1e-06)100:1e-06,(((HNDA09:1e-06,(MXGT4:1e-06,FLWO6:1e-06)100:0.00988955)100:0.00202832,((CH:1e-06,DU:0.00776837)100:1e-06,(SCCU3:1e-06,(DO:1e-06,EN:0.00374203)100:1e-06)100:0.00640037)100:0.00283641)100:0.00202403,((BJSB3:1e-06,TXWV2:1e-06)100:0.00180883,((BJVL19:1e-06,BJSL25:1e-06)100:0.00279057,(MXED8:1e-06,(FLSF47:1e-06,(FLAB109:1e-06,(FLBA140:1e-06,(FLCK216:1e-06,(FLSA185:1e-06,(FLSF33:1e-06,(TXMD3:1e-06,(FLMO62:1e-06,(LALC2:1e-06,(CRL0030:1e-06,((CUSV6:1e-06,CUCA4:1e-06)100:1e-06,(MXSA3017:1e-06,(TXGR3:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,FLSF54:0.00091014)100:1e-06)100:1e-06)100:1e-06)100:0.0022683)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00141491)100:0.00168543)100:0.004844)100:0.000810995)100:0.00616775)100:0.00375034);"
158,3160000,3260000,44.0,35.0,"(FLCK18:0.020346,reference:0.0151232,((NI:0.0113397,HE:1e-06)100:1e-06,(FLCK216:1e-06,((FLAB109:1e-06,BZBB1:0.00197593)100:1e-06,((AR:1e-06,(FLSF47:1e-06,(TXWV2:1e-06,(BJSB3:1e-06,((HNDA09:1e-06,(MXGT4:1e-06,FLWO6:1e-06)100:0.0124064)100:1e-06,(EN:0.00259253,(DO:0.00516856,(CH:1e-06,(DU:0.00472637,SCCU3:1e-06)100:4.33148e-05)100:0.00794659)100:0.00080867)100:0.00437189)100:0.00190313)100:1e-06)100:1.24889e-05)100:0.000669477)100:0.000687224,((BJSL25:1e-06,BJVL19:1e-06)100:0.00330191,(FLSF33:1e-06,(FLSA185:1e-06,(FLBA140:1e-06,(TXMD3:1e-06,(FLMO62:1e-06,(LALC2:1e-06,(MXSA3017:1e-06,(CRL0030:1e-06,(CUSV6:1e-06,(CUCA4:1e-06,(TXGR3:1e-06,(FLSF54:0.00723655,(CRL0001:1e-06,CUVN10:1e-06)100:1e-06)100:1e-06)100:0.00137647)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00186392)100:1e-06)100:0.00378876)100:0.00217347)100:0.00296201)100:0.00320211);"
159,3180000,3280000,41.0,36.0,"(reference:0.0169076,(EN:0.00160903,(DO:0.00559053,(CH:1e-06,DU:0.00357719)100:0.0108859)100:0.00253513)100:0.00440721,((FLCK18:0.0207619,AR:1e-06)100:1e-06,((NI:0.0181595,HE:1e-06)100:1e-06,(FLCK216:1e-06,(FLSA185:1e-06,(FLBA140:1e-06,(FLSF33:1e-06,(TXMD3:1e-06,(FLSF47:1e-06,(FLAB109:1e-06,(BZBB1:1e-06,((MXED8:1e-06,(CUVN10:1e-06,CRL0001:1e-06)100:0.0023695)100:0.000552695,(CRL0030:1e-06,((TXWV2:1e-06,(BJSB3:1e-06,((FLWO6:1e-06,MXGT4:1e-06)100:0.00994341,(SCCU3:1e-06,HNDA09:1e-06)100:1e-06)100:0.00510333)100:1e-06)100:0.00381877,((BJVL19:1e-06,BJSL25:1e-06)100:0.00171278,(MXSA3017:1e-06,(TXGR3:1e-06,(LALC2:1e-06,(FLMO62:1e-06,(CUSV6:1e-06,(FLSF54:1e-06,CUCA4:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00876118)100:1e-06)100:0.00290935)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00258113)100:0.00421021)100:0.00300733)100:0.00162716);"
160,3200000,3300000,49.0,35.0,"(FLCK18:0.0216906,reference:0.0145361,((NI:0.0185616,HE:1e-06)100:1e-06,(FLCK216:1e-06,((CRL0030:1e-06,(BZBB1:1e-06,(MXED8:0.00326673,(CRL0001:1e-06,CUVN10:1e-06)100:1e-06)100:0.00309398)100:1e-06)100:0.00229781,((TXGR3:1e-06,(TXWV2:0.00570538,AR:1e-06)100:0.0157503)100:0.00472181,(FLSF47:1e-06,(FLAB109:1e-06,(TXMD3:1e-06,(FLBA140:1e-06,(FLSA185:1e-06,(FLSF33:1e-06,((BJSL25:1e-06,BJVL19:1e-06)100:0.00175201,((LALC2:1e-06,(CUSV6:1e-06,(FLSF54:1e-06,FLMO62:1e-06)100:1e-06)100:0.00726193)100:1e-06,((EN:0.00261704,(DO:0.00610283,(DU:0.0039712,(SCCU3:1e-06,CH:0.000547691)100:1e-06)100:0.00668136)100:0.000948853)100:0.00300322,(HNDA09:0.00428255,(BJSB3:1e-06,(MXGT4:0.00289506,(CUCA4:1e-06,FLWO6:1e-06)100:0.00845701)100:0.00667773)100:1e-06)100:0.00241125)100:0.00196108)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00180984)100:0.00297054)100:0.00233157)100:0.00331919)100:0.00235621);"
161,3220000,3320000,36.0,31.0,"(FLCK18:0.0316258,reference:0.0115241,((HE:1e-06,NI:1e-06)100:0.0219645,(FLCK216:1e-06,(EN:1e-06,(BZBB1:0.0039985,((BJSB3:1e-06,(CRL0001:1e-06,(CRL0030:1e-06,MXED8:0.00249955)100:1e-06)100:1e-06)100:0.00670882,((TXMD3:1e-06,(FLSF33:1e-06,(BJSL25:1e-06,(HNDA09:1e-06,(CUSV6:1e-06,(CUCA4:1e-06,FLWO6:1e-06)100:1e-06)100:1e-06)100:0.00544068)100:0.00381417)100:1e-06)100:1e-06,(BJVL19:1e-06,((CH:0.0143655,(FLBA140:1e-06,(LALC2:1e-06,(AR:0.0144719,TXGR3:1e-06)100:0.00489629)100:0.00388307)100:1e-06)100:1e-06,((DO:1e-06,(CUVN10:1e-06,DU:1e-06)100:0.00392395)100:0.00323431,(MXGT4:0.00565448,(FLMO62:1e-06,(MXSA3017:1e-06,FLSF54:1e-06)100:1e-06)100:0.0115218)100:1e-06)100:1e-06)100:1e-06)100:0.00238888)100:0.00318004)100:0.00179986)100:0.00208728)100:0.000232986)100:0.00214982)100:0.00313536);"
